TITLE = "I_p [A] vs t [s] (Ulrickson)"
VARIABLES = "t [s]","I_p [A]"
ZONE, I = 422 DATAPACKING = POINT 
0.0194	12377163.49
0.0195	12353690.26
0.0196	12304663.66
0.0197	12268208.2
0.0198	12230527.69
0.0199	12201295.08
0.02	12158977.48
0.0201	12130682.15
0.0202	12083674.01
0.0203	12056788.72
0.0204	12027325.9
0.0205	12002409.74
0.0206	11980268.43
0.0207	11908249.58
0.0208	11881791.82
0.0209	11848715.52
0.021	11817254.8
0.0211	11782653.36
0.0212	11751385.85
0.0213	11717586.03
0.0214	11675280.76
0.0215	11634443.08
0.0216	11609239.15
0.0217	11571406.54
0.0218	11542807.01
0.0219	11504793.52
0.022	11469735.76
0.0221	11434081.93
0.0222	11411895.4
0.0223	11372233.43
0.0224	11335444.99
0.0225	11307219.55
0.0226	11260840.38
0.0227	11249983.49
0.0228	11186243.99
0.0229	11172176.49
0.023	11135252.38
0.0231	11094649.02
0.0232	11058608.76
0.0233	11028615.64
0.0234	11015662.19
0.0235	10969118.58
0.0236	10938813.03
0.0237	10891570.56
0.0238	10875797.04
0.0239	10831785.74
0.024	10786833.05
0.0241	10753308.66
0.0242	10739467.26
0.0243	10703780.54
0.0244	10669421.64
0.0245	10638565.22
0.0246	10611470.28
0.0247	10575401.24
0.0248	10535710.5
0.0249	10503731.81
0.025	10488237.83
0.0251	10464230.18
0.0252	10420017.45
0.0253	10388873.27
0.0254	10364347.64
0.0255	10338917.61
0.0256	10307580.22
0.0257	10279441.11
0.0258	10234369.2
0.0259	10214295.68
0.026	10171209.33
0.0261	10151625.01
0.0262	10101521.36
0.0263	10066449.21
0.0264	10042195.32
0.0265	10000130.12
0.0266	9958033.682
0.0267	9920857.991
0.0268	9915787.196
0.0269	9888554.128
0.027	9851947.797
0.0271	9813640.786
0.0272	9801168.315
0.0273	9787023.12
0.0274	9792685.884
0.0275	9732580.415
0.0276	9717632.361
0.0277	9645021.123
0.0278	9636998.291
0.0279	9583829.965
0.028	9556061.658
0.0281	9510375.993
0.0282	9486383.136
0.0283	9452674.99
0.0284	9405313.722
0.0285	9369801.301
0.0286	9336947.399
0.0287	9314370.748
0.0288	9263642.653
0.0289	9223428.596
0.029	9186620.83
0.0291	9129585.382
0.0292	9130401.806
0.0293	9073159.168
0.0294	9061990.675
0.0295	9029103.886
0.0296	8977452.894
0.0297	8964164.41
0.0298	8898816.31
0.0299	8863548.488
0.03	8836623.326
0.0301	8819813.034
0.0302	8764539.106
0.0303	8737133.791
0.0304	8725066.655
0.0305	8670185.318
0.0306	8666871.933
0.0307	8623903.573
0.0308	8606803.051
0.0309	8593054.146
0.031	8535591.574
0.0311	8503855.015
0.0312	8468382.059
0.0313	8419872.206
0.0314	8378995.061
0.0315	8351963.838
0.0316	8312003.012
0.0317	8269315.015
0.0318	8234674.928
0.0319	8198223.577
0.032	8149889.26
0.0321	8115744.946
0.0322	8076214.121
0.0323	8061257.844
0.0324	8023317.526
0.0325	7994370.624
0.0326	7947291.775
0.0327	7906069.314
0.0328	7863861.882
0.0329	7837407.829
0.033	7823008.991
0.0331	7772755.705
0.0332	7759733.196
0.0333	7714306.928
0.0334	7694208.738
0.0335	7661687.408
0.0336	7617647.748
0.0337	7583675.681
0.0338	7539865.409
0.0339	7482800.362
0.034	7440424.382
0.0341	7415883.543
0.0342	7381332.661
0.0343	7354714.584
0.0344	7283235.899
0.0345	7259284.151
0.0346	7224327.524
0.0347	7198513.539
0.0348	7168612.085
0.0349	7091952.022
0.035	7079223.443
0.0351	7039139.701
0.0352	6987395.392
0.0353	6972137.786
0.0354	6927835.85
0.0355	6902865.421
0.0356	6871132.973
0.0357	6854488.35
0.0358	6828685.464
0.0359	6790764.467
0.036	6747396.117
0.0361	6706529.66
0.0362	6689302.522
0.0363	6658461.317
0.0364	6620581.84
0.0365	6592826.688
0.0366	6565357.243
0.0367	6519202.113
0.0368	6479852.167
0.0369	6443900.291
0.037	6419573.218
0.0371	6379061.532
0.0372	6340000.171
0.0373	6289158.616
0.0374	6255177.916
0.0375	6224051.826
0.0376	6189048.334
0.0377	6154167.348
0.0378	6123140.741
0.0379	6075542.686
0.038	6033664.125
0.0381	6005406.621
0.0382	5961205.402
0.0383	5929943.652
0.0384	5890534.92
0.0385	5853959.009
0.0386	5797757.251
0.0387	5757120.182
0.0388	5722842.676
0.0389	5690836.031
0.039	5652804.45
0.0391	5606719.617
0.0392	5572375.514
0.0393	5535860.856
0.0394	5490970.239
0.0395	5454120.954
0.0396	5415468.627
0.0397	5381250.318
0.0398	5352432.087
0.0399	5315154.446
0.04	5282894.158
0.0401	5247866.412
0.0402	5220808.88
0.0403	5188995.858
0.0404	5155800.751
0.0405	5125387.08
0.0406	5093868.398
0.0407	5053463.596
0.0408	5033955.32
0.0409	4995500.317
0.041	4956594.759
0.0411	4917471.324
0.0412	4874313.862
0.0413	4830213.36
0.0414	4805996.048
0.0415	4772824.785
0.0416	4716353.763
0.0417	4679903.235
0.0418	4645585.031
0.0419	4607530.429
0.042	4569705.627
0.0421	4531096.877
0.0422	4498532.382
0.0423	4456544.883
0.0424	4414963.13
0.0425	4385495.376
0.0426	4359380.062
0.0427	4332674.011
0.0428	4294290.127
0.0429	4266267.766
0.043	4226195.535
0.0431	4201803.098
0.0432	4142502.955
0.0433	4082137.266
0.0434	4024888.461
0.0435	4010952.51
0.0436	3982764.069
0.0437	3959287.13
0.0438	3933046.845
0.0439	3906991.96
0.044	3881084.657
0.0441	3859844.048
0.0442	3771190.434
0.0443	3704349.256
0.0444	3626390.97
0.0445	3610280.764
0.0446	3576182.904
0.0447	3579598.651
0.0448	3540968.524
0.0449	3525931.263
0.045	3499792.927
0.0451	3473326.131
0.0452	3443774.515
0.0453	3402206.328
0.0454	3365266.602
0.0455	3325038.979
0.0456	3285122.963
0.0457	3242479.364
0.0458	3198766.931
0.0459	3158626.048
0.046	3114787.41
0.0461	3075860.887
0.0462	3030674.285
0.0463	2986687.655
0.0464	2946740.806
0.0465	2906718.317
0.0466	2864140.082
0.0467	2820409.15
0.0468	2780306.909
0.0469	2738734.611
0.047	2695836.547
0.0471	2654178.742
0.0472	2612615.076
0.0473	2570392.845
0.0474	2529351.674
0.0475	2489602.971
0.0476	2450301.534
0.0477	2409637.744
0.0478	2372137.292
0.0479	2331597.241
0.048	2293845.202
0.0481	2263341.091
0.0482	2233199.972
0.0483	2209936.8
0.0484	2188681.391
