TITLE = "I_p [A] vs t [s] (Ulrickson)"
VARIABLES = "t [s]","I_p [A]"
ZONE, I = 422 DATAPACKING = POINT 
0	15000061.58
0.001	14999995.8
0.002	15000846.76
0.003	15000665.88
0.004	15000805.65
0.005	15000961.86
0.006	15001019.42
0.007	15000904.31
0.0071	15000797.43
0.0072	14992916.83
0.0073	14985940.63
0.0074	14978594.46
0.0075	14972230.78
0.0076	14965353.25
0.0077	14957879.63
0.0078	14951298.08
0.0079	14945222.17
0.008	14939623.12
0.0081	14932342.72
0.0082	14965673.9
0.0083	15022268.66
0.0084	15083052.43
0.0085	15137867.17
0.0086	15185105.52
0.0087	15227509.45
0.0088	15262460.32
0.0089	15290274.67
0.009	15316950.3
0.0091	15343683.49
0.0092	15368381.77
0.0093	15394798.42
0.0094	15418505.98
0.0095	15440067.65
0.0096	15457802.07
0.0097	15476539.55
0.0098	15496987.17
0.0099	15518063.75
0.01	15541985.08
0.0101	15566584.7
0.0102	15584426.01
0.0103	15586378.69
0.0104	15566342.16
0.0105	15527288.61
0.0106	15485735.63
0.0107	15437387.34
0.0108	15419196.61
0.0109	15373039.42
0.011	15351300.98
0.0111	15291824.48
0.0112	15270715.01
0.0113	15235994.35
0.0114	15218013.27
0.0115	15197310.78
0.0116	15158631.32
0.0117	15128527.2
0.0118	15097777.67
0.0119	15068516.28
0.012	15037894.19
0.0121	15007979.17
0.0122	14988448.28
0.0123	14928922.45
0.0124	14898830.66
0.0125	14890551.31
0.0126	14819477.96
0.0127	14788872.31
0.0128	14771968.29
0.0129	14732232.33
0.013	14704064.44
0.0131	14638586.03
0.0132	14602677.32
0.0133	14585189.55
0.0134	14538037.52
0.0135	14500583.12
0.0136	14473270.3
0.0137	14447733.38
0.0138	14415890.35
0.0139	14357647.12
0.014	14328969.48
0.0141	14290507.9
0.0142	14252239.54
0.0143	14224544.4
0.0144	14182761.21
0.0145	14152611.87
0.0146	14151777.36
0.0147	14051121.97
0.0148	14024310.68
0.0149	13985594.23
0.015	13955103.68
0.0151	13881128.04
0.0152	13871516.75
0.0153	13822991.69
0.0154	13793224.66
0.0155	13761336.41
0.0156	13723914.89
0.0157	13690160.29
0.0158	13661129.11
0.0159	13617623.46
0.016	13583297.44
0.0161	13566187.88
0.0162	13516100.67
0.0163	13476019.4
0.0164	13435140.61
0.0165	13434236.21
0.0166	13349087.14
0.0167	13336400.9
0.0168	13280731.09
0.0169	13249110.05
0.017	13220728.4
0.0171	13190311.85
0.0172	13159430.77
0.0173	13125174.64
0.0174	13091477.59
0.0175	13074923
0.0176	13013658.25
0.0177	12978098.97
0.0178	12943419.41
0.0179	12909623.71
0.018	12875277.14
0.0181	12833341.85
0.0182	12812203.6
0.0183	12755078.53
0.0184	12720033.11
0.0185	12689164.36
0.0186	12653230.98
0.0187	12624372.47
0.0188	12575563.75
0.0189	12564842.52
0.019	12513476.83
0.0191	12462957.98
0.0192	12439751.95
0.0193	12405898.69
