  2.0790021e-003  8.7628866e-003
  4.1580042e-003  1.4948454e-002
  6.2370062e-003  2.5773196e-002
  8.3160083e-003  3.3505155e-002
  1.0395010e-002  4.5876289e-002
  1.2474012e-002  5.2061856e-002
  1.4553015e-002  6.1340206e-002
  1.6632017e-002  6.7525773e-002
  1.8711019e-002  8.2989691e-002
  2.0790021e-002  8.9175258e-002
  2.2869023e-002  1.0000000e-001
  2.4948025e-002  1.0773196e-001
  2.7027027e-002  1.1546392e-001
  2.9106029e-002  1.2164948e-001
  3.1185031e-002  1.2010309e-001
  3.3264033e-002  1.3402062e-001
  3.5343035e-002  1.4020619e-001
  3.7422037e-002  1.4639175e-001
  3.9501040e-002  1.4793814e-001
  4.1580042e-002  1.6340206e-001
  4.3659044e-002  1.7113402e-001
  4.5738046e-002  1.7577320e-001
  4.7817048e-002  1.8041237e-001
  4.9896050e-002  1.8195876e-001
  5.1975052e-002  1.8195876e-001
  5.4054054e-002  1.8505155e-001
  5.6133056e-002  1.9123711e-001
  5.8212058e-002  1.9432990e-001
  6.0291060e-002  2.0051546e-001
  6.2370062e-002  1.9742268e-001
  6.4449064e-002  2.0979381e-001
  6.6528067e-002  2.1134021e-001
  6.8607069e-002  2.1288660e-001
  7.0686071e-002  2.1597938e-001
  7.2765073e-002  2.2061856e-001
  7.4844075e-002  2.2371134e-001
  7.6923077e-002  2.2371134e-001
  7.9002079e-002  2.2371134e-001
  8.1081081e-002  2.2216495e-001
  8.3160083e-002  2.2525773e-001
  8.5239085e-002  2.3144330e-001
  8.7318087e-002  2.2989691e-001
  8.9397089e-002  2.2989691e-001
  9.1476091e-002  2.3298969e-001
  9.3555094e-002  2.3453608e-001
  9.5634096e-002  2.3453608e-001
  9.7713098e-002  2.3453608e-001
  9.9792100e-002  2.3453608e-001
  1.0187110e-001  2.3453608e-001
  1.0395010e-001  2.3453608e-001
  1.0602911e-001  2.3608247e-001
  1.0810811e-001  2.3453608e-001
  1.1018711e-001  2.3453608e-001
  1.1226611e-001  2.3608247e-001
  1.1434511e-001  2.3453608e-001
  1.1642412e-001  2.3453608e-001
  1.1850312e-001  2.3453608e-001
  1.2058212e-001  2.3453608e-001
  1.2266112e-001  2.3453608e-001
  1.2474012e-001  2.3453608e-001
  1.2681913e-001  2.3298969e-001
  1.2889813e-001  2.3298969e-001
  1.3097713e-001  2.3298969e-001
  1.3305613e-001  2.3453608e-001
  1.3513514e-001  2.3298969e-001
  1.3721414e-001  2.3298969e-001
  1.3929314e-001  2.3144330e-001
  1.4137214e-001  2.3144330e-001
  1.4345114e-001  2.2680412e-001
  1.4553015e-001  2.2835052e-001
  1.4760915e-001  2.2835052e-001
  1.4968815e-001  2.2835052e-001
  1.5176715e-001  2.2680412e-001
  1.5384615e-001  2.2680412e-001
  1.5592516e-001  2.2371134e-001
  1.5800416e-001  2.2061856e-001
  1.6008316e-001  2.2216495e-001
  1.6216216e-001  2.2216495e-001
  1.6424116e-001  2.1907216e-001
  1.6632017e-001  2.1907216e-001
  1.6839917e-001  2.1752577e-001
  1.7047817e-001  2.1443299e-001
  1.7255717e-001  2.1443299e-001
  1.7463617e-001  2.1288660e-001
  1.7671518e-001  2.0824742e-001
  1.7879418e-001  2.0824742e-001
  1.8087318e-001  2.0670103e-001
  1.8295218e-001  2.0360825e-001
  1.8503119e-001  2.0206186e-001
  1.8711019e-001  2.0206186e-001
  1.8918919e-001  2.0051546e-001
  1.9126819e-001  1.9896907e-001
  1.9334719e-001  1.9896907e-001
  1.9542620e-001  1.9742268e-001
  1.9750520e-001  1.9278351e-001
  1.9958420e-001  1.9278351e-001
  2.0166320e-001  1.9432990e-001
  2.0374220e-001  1.9123711e-001
  2.0582121e-001  1.8969072e-001
  2.0790021e-001  1.8659794e-001
  2.0997921e-001  1.8505155e-001
  2.1205821e-001  1.8659794e-001
  2.1413721e-001  1.8505155e-001
  2.1621622e-001  1.7886598e-001
  2.1829522e-001  1.7731959e-001
  2.2037422e-001  1.7731959e-001
  2.2245322e-001  1.7731959e-001
  2.2453222e-001  1.7268041e-001
  2.2661123e-001  1.7113402e-001
  2.2869023e-001  1.6958763e-001
  2.3076923e-001  1.6958763e-001
  2.3284823e-001  1.6958763e-001
  2.3492723e-001  1.6649485e-001
  2.3700624e-001  1.6494845e-001
  2.3908524e-001  1.6494845e-001
  2.4116424e-001  1.6494845e-001
  2.4324324e-001  1.6340206e-001
  2.4532225e-001  1.6030928e-001
  2.4740125e-001  1.5721649e-001
  2.4948025e-001  1.5721649e-001
  2.5155925e-001  1.5567010e-001
  2.5363825e-001  1.5567010e-001
  2.5571726e-001  1.5412371e-001
  2.5779626e-001  1.5103093e-001
  2.5987526e-001  1.4793814e-001
  2.6195426e-001  1.4793814e-001
  2.6403326e-001  1.4793814e-001
  2.6611227e-001  1.4484536e-001
  2.6819127e-001  1.4329897e-001
  2.7027027e-001  1.4329897e-001
  2.7234927e-001  1.4329897e-001
  2.7442827e-001  1.4020619e-001
  2.7650728e-001  1.3711340e-001
  2.7858628e-001  1.3556701e-001
  2.8066528e-001  1.3711340e-001
  2.8274428e-001  1.3556701e-001
  2.8482328e-001  1.3402062e-001
  2.8690229e-001  1.3092784e-001
  2.8898129e-001  1.3092784e-001
  2.9106029e-001  1.3092784e-001
  2.9313929e-001  1.2938144e-001
  2.9521830e-001  1.2628866e-001
  2.9729730e-001  1.2474227e-001
  2.9937630e-001  1.2319588e-001
  3.0145530e-001  1.2474227e-001
  3.0353430e-001  1.2164948e-001
  3.0561331e-001  1.2010309e-001
  3.0769231e-001  1.2010309e-001
  3.0977131e-001  1.2010309e-001
  3.1185031e-001  1.1855670e-001
  3.1392931e-001  1.1701031e-001
  3.1600832e-001  1.1546392e-001
  3.1808732e-001  1.1391753e-001
  3.2016632e-001  1.1391753e-001
  3.2224532e-001  1.1237113e-001
  3.2432432e-001  1.1082474e-001
  3.2640333e-001  1.0773196e-001
  3.2848233e-001  1.0773196e-001
  3.3056133e-001  1.0773196e-001
  3.3264033e-001  1.0463918e-001
  3.3471933e-001  1.0463918e-001
  3.3679834e-001  1.0309278e-001
  3.3887734e-001  1.0309278e-001
  3.4095634e-001  1.0463918e-001
  3.4303534e-001  1.0309278e-001
  3.4511435e-001  1.0000000e-001
  3.4719335e-001  1.0000000e-001
  3.4927235e-001  9.8453608e-002
  3.5135135e-001  9.8453608e-002
  3.5343035e-001  9.6907216e-002
  3.5550936e-001  9.6907216e-002
  3.5758836e-001  9.5360825e-002
  3.5966736e-001  9.3814433e-002
  3.6174636e-001  9.2268041e-002
  3.6382536e-001  9.2268041e-002
  3.6590437e-001  9.0721649e-002
  3.6798337e-001  9.0721649e-002
  3.7006237e-001  9.0721649e-002
  3.7214137e-001  8.9175258e-002
  3.7422037e-001  8.6082474e-002
  3.7629938e-001  8.4536082e-002
  3.7837838e-001  8.4536082e-002
  3.8045738e-001  8.4536082e-002
  3.8253638e-001  8.2989691e-002
  3.8461538e-001  8.1443299e-002
  3.8669439e-001  8.1443299e-002
  3.8877339e-001  8.1443299e-002
  3.9085239e-001  8.1443299e-002
  3.9293139e-001  8.1443299e-002
  3.9501040e-001  7.9896907e-002
  3.9708940e-001  7.6804124e-002
  3.9916840e-001  7.5257732e-002
  4.0124740e-001  7.6804124e-002
  4.0332640e-001  7.6804124e-002
  4.0540541e-001  7.3711340e-002
  4.0748441e-001  7.3711340e-002
  4.0956341e-001  7.3711340e-002
  4.1164241e-001  7.2164948e-002
  4.1372141e-001  7.0618557e-002
  4.1580042e-001  6.9072165e-002
  4.1787942e-001  7.0618557e-002
  4.1995842e-001  6.9072165e-002
  4.2203742e-001  6.7525773e-002
